.7509570225330275E-03 .7500000E-03 .7029262089641719E-03 .7012195E-03
.4985810370885524E-03 .5000000E-03 .4700025719412970E-03 .4725610E-03
.1242542207958941E-02 .1250000E-02 .1228783123936150E-02 .1236281E-02
